RedFighter,BlueFighter,RedDecimalOdds,BlueDecimalOdds,RedImpliedProb,BlueImpliedProb,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,EmptyArena
Terrance McKinney,Mike Breeden,1.3508771929824561,3.3,0.7095435684647302,0.2904564315352697,2023-08-12,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,3,0,0,5.75,0.45,0.0,0.98,0.3,0,3,7,0,0,Orthodox,177.8,177.8,155,2,0,0,4.53,0.5,1.0,3.45,0.36,2,4,10,0,3,Switch,177.8,185.42,155,28,34,
Francis Marshall,Isaac Dulgarian,1.7692307692307692,2.1,0.5427435387673957,0.4572564612326044,2023-08-12,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,0,0,0,2.88,0.58,1.5,6.06,0.47,0,0,0,0,0,Orthodox,170.18,180.34,145,1,0,0,3.69,0.34,0.5,2.68,0.41,2,1,8,0,2,Orthodox,175.26,182.88,145,24,27,
Josh Parisian,Martin Buday,2.6399999999999997,1.5050505050505052,0.3630958183058778,0.6369041816941223,2023-08-12,"Las Vegas, Nevada, USA",USA,Blue,False,Heavyweight,MALE,3,0,4,0,4.84,0.53,0.2,0.21,0.25,4,0,10,0,4,Orthodox,193.04,195.58,265,1,0,0,4.55,0.48,0.2,0.98,0.33,2,3,16,0,4,Orthodox,193.04,200.66,265,34,31,
Jaqueline Amorim,Montserrat Conejo Ruiz,1.4081632653061225,3.0,0.6805555555555556,0.3194444444444444,2023-08-12,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,FEMALE,3,1,0,0,0.79,0.27,0.8,2.05,0.83,1,1,4,0,1,Southpaw,152.4,154.94,115,1,0,0,3.33,0.52,5.4,1.48,0.23,0,1,3,0,0,Orthodox,160.02,172.72,115,28,30,
Da'Mon Blackshear,Jose Johnson,1.4201680672268908,2.95,0.6750312469954812,0.3249687530045188,2023-08-12,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,0,1,0,2.22,0.57,0.7,0.71,0.6,1,1,6,0,1,Orthodox,182.88,180.34,125,0,1,1,4.28,0.47,0.8,2.33,0.37,1,1,8,0,1,Switch,177.8,182.88,135,29,28,
Juliana Miller,Luana Santos,2.24,1.6756756756756757,0.42794036443953615,0.5720596355604638,2023-08-12,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Flyweight,FEMALE,3,0,0,0,4.28,0.51,1.2,1.62,0.4,0,0,0,0,0,Orthodox,167.64,170.18,125,1,0,0,3.31,0.45,1.8,1.84,0.44,1,1,6,0,1,Orthodox,170.18,167.64,125,27,23,
Cory Sandhagen,Rob Font,1.263157894736842,4.0,0.7600000000000001,0.24000000000000005,2023-08-05,"Nashville, Tennessee, USA",USA,Red,False,Catch Weight,MALE,5,0,1,0,5.53,0.45,0.3,0.89,0.35,4,5,38,0,10,Orthodox,172.72,180.34,135,0,2,0,5.02,0.44,0.3,1.19,0.32,5,3,34,1,9,Switch,180.34,177.8,135,31,36,
Jessica Andrade,Tatiana Suarez,3.95,1.2666666666666666,0.2428115015974441,0.7571884984025559,2023-08-05,"Nashville, Tennessee, USA",USA,Blue,False,Women's Strawweight,FEMALE,3,0,6,0,4.27,0.63,0.9,6.2,0.61,6,0,13,1,6,Southpaw,165.1,167.64,115,2,0,0,6.62,0.5,0.3,2.37,0.55,4,9,50,4,15,Orthodox,154.94,157.48,125,31,32,
Dustin Jacoby,Kennedy Nzechukwu,2.42,1.5882352941176472,0.3962430290578221,0.6037569709421778,2023-08-05,"Nashville, Tennessee, USA",USA,Red,False,Light Heavyweight,MALE,3,0,3,0,5.13,0.45,0.2,0.6,0.45,3,3,26,0,8,Southpaw,195.58,210.82,205,2,0,1,5.5,0.47,0.0,0.36,0.25,4,4,30,0,7,Orthodox,190.5,193.04,205,35,31,
Diego Lopes,Gavin Tucker,1.5882352941176472,2.42,0.6037569709421778,0.3962430290578221,2023-08-05,"Nashville, Tennessee, USA",USA,Red,False,Featherweight,MALE,3,1,0,0,4.29,0.44,1.5,3.13,0.44,3,2,16,0,4,Southpaw,167.64,167.64,145,2,0,0,3.24,0.55,3.7,0.33,0.25,0,2,6,0,0,Orthodox,180.34,182.88,145,28,37,
Tanner Boser,Aleksa Camur,1.7692307692307692,2.1,0.5427435387673957,0.4572564612326044,2023-08-05,"Nashville, Tennessee, USA",USA,Red,False,Light Heavyweight,MALE,3,2,0,0,4.73,0.57,0.0,0.46,0.22,2,2,11,0,2,Orthodox,185.42,187.96,205,2,0,0,4.7,0.52,0.0,0.0,0.0,2,5,21,0,4,Orthodox,187.96,190.5,205,32,27,
Ignacio Bahamondes,Ludovit Klein,1.434782608695652,2.9,0.6690070210631895,0.33099297893681046,2023-08-05,"Nashville, Tennessee, USA",USA,Blue,False,Lightweight,MALE,3,0,2,1,3.93,0.55,0.0,1.66,0.5,2,2,16,0,3,Southpaw,170.18,182.88,155,0,3,0,7.15,0.46,0.4,0.0,0.0,3,1,14,0,4,Orthodox,190.5,190.5,155,25,28,
Kyler Phillips,Raoni Barcelos,1.4587155963302751,2.8,0.6574752261956054,0.34252477380439467,2023-08-05,"Nashville, Tennessee, USA",USA,Red,False,Bantamweight,MALE,3,1,0,0,5.22,0.51,0.6,1.86,0.32,5,3,23,0,6,Orthodox,170.18,170.18,135,0,1,0,5.72,0.45,0.5,2.41,0.46,4,1,15,0,5,Orthodox,172.72,182.88,135,28,36,
Jeremiah Wells,Carlston Harris,1.847457627118644,1.9803921568627452,0.5173641257162701,0.4826358742837298,2023-08-05,"Nashville, Tennessee, USA",USA,Blue,False,Welterweight,MALE,3,0,1,0,3.18,0.49,0.8,1.97,0.29,2,1,6,0,3,Orthodox,182.88,193.04,170,0,4,0,2.41,0.43,0.8,3.08,0.44,4,0,7,0,4,Switch,175.26,187.96,170,36,36,
Dustin Poirier,Justin Gaethje,1.6896551724137931,2.25,0.5711159737417943,0.42888402625820565,2023-07-29,"Salt Lake City, Utah, USA",USA,Blue,False,Lightweight,MALE,5,0,1,0,6.78,0.59,0.0,0.11,0.25,4,4,26,2,7,Orthodox,180.34,177.8,155,0,1,0,5.3,0.5,1.3,1.24,0.36,5,7,71,4,22,Southpaw,175.26,182.88,155,34,34,
Jan Blachowicz,Alex Pereira,2.0,1.8333333333333335,0.4782608695652174,0.5217391304347826,2023-07-29,"Salt Lake City, Utah, USA",USA,Blue,False,Light Heavyweight,MALE,3,1,0,0,5.23,0.63,0.3,0.17,1.0,4,1,13,5,4,Orthodox,193.04,200.66,205,0,1,1,3.41,0.5,0.3,1.09,0.5,5,6,54,4,12,Orthodox,187.96,198.12,205,40,36,
Derrick Lewis,Marcos Rogerio de Lima,2.85,1.4651162790697674,0.3395311236863379,0.6604688763136621,2023-07-29,"Salt Lake City, Utah, USA",USA,Red,False,Heavyweight,MALE,3,0,2,0,3.7,0.57,0.5,1.4,0.45,2,7,29,0,10,Orthodox,185.42,190.5,253,3,0,0,2.48,0.5,0.0,0.57,0.26,6,9,56,2,17,Orthodox,190.5,200.66,260,38,38,
Michael Chiesa,Kevin Holland,2.15,1.7407407407407407,0.447405997144217,0.552594002855783,2023-07-29,"Salt Lake City, Utah, USA",USA,Blue,False,Welterweight,MALE,3,0,1,0,4.25,0.49,0.6,0.84,0.38,5,6,49,0,12,Orthodox,190.5,205.74,185,2,0,0,1.86,0.4,1.0,3.35,0.51,4,6,39,1,11,Southpaw,185.42,190.5,170,35,30,
Gabriel Bonfim,Trevin Giles,1.2777777777777777,3.95,0.7555791710945803,0.2444208289054198,2023-07-29,"Salt Lake City, Utah, USA",USA,Red,False,Welterweight,MALE,3,0,2,0,3.27,0.55,0.3,1.19,0.5,3,4,29,0,7,Orthodox,182.88,187.96,170,0,2,0,5.78,0.42,1.9,2.92,0.75,2,0,2,0,2,Orthodox,185.42,182.88,170,25,30,
CJ Vergara,Vinicius Salvador,1.5555555555555556,2.45,0.6116504854368933,0.38834951456310685,2023-07-29,"Salt Lake City, Utah, USA",USA,Red,False,Flyweight,MALE,3,1,0,0,5.48,0.43,0.0,0.36,0.11,1,1,5,0,1,Southpaw,170.18,177.8,135,0,1,0,5.24,0.57,0.2,0.0,0.0,1,2,11,0,3,Orthodox,167.64,172.72,125,32,27,
Roman Kopylov,Claudio Ribeiro,1.4166666666666667,2.95,0.6755725190839694,0.32442748091603046,2023-07-29,"Salt Lake City, Utah, USA",USA,Red,False,Middleweight,MALE,3,0,1,0,3.59,0.51,0.0,0.56,0.5,1,1,5,0,2,Orthodox,185.42,195.58,185,0,2,0,4.33,0.54,0.0,1.2,0.53,2,2,11,0,2,Southpaw,182.88,190.5,185,32,31,
Jake Matthews,Darrius Flowers,1.3508771929824561,3.4,0.7156573116691285,0.2843426883308715,2023-07-29,"Salt Lake City, Utah, USA",USA,Red,False,Welterweight,MALE,3,0,1,0,3.07,0.49,0.0,0.98,0.28,1,0,1,0,1,Orthodox,175.26,180.34,155,1,0,0,3.38,0.44,0.6,1.56,0.41,3,6,42,0,11,Orthodox,180.34,185.42,170,28,28,
Tom Aspinall,Marcin Tybura,1.2,5.0,0.8064516129032258,0.1935483870967742,2023-07-22,"London, England, United Kingdom",United Kingdom,Red,False,Heavyweight,MALE,5,0,2,0,3.57,0.48,0.1,1.42,0.33,5,6,46,0,11,Orthodox,190.5,198.12,249,1,0,0,8.07,0.67,1.6,3.27,1.0,5,1,7,2,5,Orthodox,195.58,198.12,256,30,37,
Molly McCann,Julija Stoliarenko,1.4878048780487805,2.75,0.6489208633093525,0.3510791366906475,2023-07-22,"London, England, United Kingdom",United Kingdom,Blue,False,Women's Flyweight,FEMALE,3,1,0,0,2.49,0.39,1.7,0.93,0.27,1,5,14,0,1,Orthodox,170.18,167.64,125,1,0,0,5.39,0.49,0.5,1.84,0.36,3,4,25,0,6,Orthodox,162.56,157.48,115,33,30,
Nathaniel Wood,Andre Fili,1.4761904761904763,2.8,0.6547884187082406,0.3452115812917595,2023-07-22,"London, England, United Kingdom",United Kingdom,Red,False,Featherweight,MALE,3,0,1,0,3.88,0.37,0.2,2.15,0.43,2,8,46,0,10,Orthodox,180.34,187.96,145,0,2,0,5.75,0.51,0.5,1.56,0.48,3,2,22,0,6,Orthodox,167.64,175.26,145,30,33,
Paul Craig,Andre Muniz,3.0,1.4166666666666667,0.32075471698113206,0.6792452830188679,2023-07-22,"London, England, United Kingdom",United Kingdom,Red,False,Middleweight,MALE,3,1,0,0,1.97,0.5,1.2,4.23,0.5,7,1,16,0,7,Southpaw,185.42,198.12,185,2,0,1,2.45,0.46,1.6,1.68,0.2,4,6,27,0,8,Orthodox,190.5,193.04,185,35,33,
Jai Herbert,Fares Ziam,2.5,1.5714285714285714,0.3859649122807018,0.6140350877192983,2023-07-22,"London, England, United Kingdom",United Kingdom,Blue,False,Lightweight,MALE,3,0,1,0,2.7,0.48,0.2,0.81,0.23,2,2,13,0,3,Orthodox,185.42,190.5,155,0,1,1,3.16,0.42,0.0,0.5,0.23,1,3,14,0,2,Orthodox,185.42,195.58,155,35,26,
Lerone Murphy,Josh Culibao,1.7142857142857144,2.2,0.562043795620438,0.43795620437956206,2023-07-22,"London, England, United Kingdom",United Kingdom,Red,False,Featherweight,MALE,3,0,3,1,3.41,0.44,0.3,0.0,0.0,3,1,13,0,3,Orthodox,177.8,185.42,145,0,4,1,5.01,0.54,0.6,1.59,0.52,4,0,12,0,4,Orthodox,175.26,185.42,145,32,29,
Davey Grant,Daniel Marcos,2.3,1.6666666666666665,0.42016806722689076,0.5798319327731092,2023-07-22,"London, England, United Kingdom",United Kingdom,Blue,False,Bantamweight,MALE,3,0,2,0,5.94,0.52,0.0,0.25,0.5,2,0,5,0,2,Orthodox,170.18,175.26,135,0,2,0,4.77,0.42,0.2,1.26,0.41,3,5,29,1,6,Orthodox,172.72,175.26,135,37,30,
Danny Roberts,Jonny Parsons,1.7142857142857144,2.2,0.562043795620438,0.43795620437956206,2023-07-22,"London, England, United Kingdom",United Kingdom,Blue,False,Welterweight,MALE,3,0,1,0,4.65,0.44,0.0,0.0,0.0,1,0,3,0,1,Orthodox,175.26,175.26,170,2,0,0,3.18,0.39,0.2,0.24,0.09,2,6,27,0,7,Southpaw,185.42,187.96,170,36,31,
Marc Diakiese,Joel Alvarez,2.6,1.526315789473684,0.3698979591836735,0.6301020408163266,2023-07-22,"London, England, United Kingdom",United Kingdom,Blue,False,Lightweight,MALE,3,1,0,0,4.39,0.52,1.2,0.0,0.0,4,2,10,0,4,Orthodox,190.5,195.58,155,1,0,0,2.54,0.4,0.0,3.29,0.43,3,6,34,0,7,Orthodox,177.8,185.42,155,30,30,
Mick Parkin,Jamal Pogues,2.3,1.6666666666666665,0.42016806722689076,0.5798319327731092,2023-07-22,"London, England, United Kingdom",United Kingdom,Red,False,Heavyweight,MALE,3,0,3,0,3.36,0.44,0.0,2.4,0.48,3,0,9,0,3,Orthodox,190.5,195.58,205,0,1,0,4.91,0.52,0.3,1.49,0.41,1,0,1,0,1,Orthodox,193.04,200.66,265,27,27,
Makhmud Muradov,Bryan Barberena,1.3076923076923077,3.7,0.7388632872503841,0.26113671274961603,2023-07-22,"London, England, United Kingdom",United Kingdom,Red,False,Middleweight,MALE,3,2,0,0,5.35,0.48,0.3,0.13,0.22,3,8,42,0,9,Southpaw,182.88,182.88,185,2,0,0,4.21,0.43,0.2,3.03,0.66,3,2,14,0,3,Orthodox,187.96,190.5,185,33,34,
Ketlen Vieira,Pannie Kianzad,1.6451612903225805,2.35,0.5882115462252725,0.4117884537747275,2023-07-22,"London, England, United Kingdom",United Kingdom,Red,False,Women's Bantamweight,FEMALE,3,0,1,0,4.88,0.49,0.1,0.41,0.33,4,3,23,1,5,Orthodox,170.18,167.64,135,1,0,0,3.04,0.41,0.6,1.51,0.44,4,3,31,0,7,Orthodox,172.72,172.72,135,31,31,
Chris Duncan,Yanal Ashmouz,1.7142857142857144,2.2,0.562043795620438,0.43795620437956206,2023-07-22,"London, England, United Kingdom",United Kingdom,Red,False,Lightweight,MALE,3,0,1,0,3.08,0.42,0.0,0.92,0.5,1,0,1,0,1,Orthodox,175.26,172.72,155,0,2,0,4.88,0.46,0.0,3.85,0.38,2,1,6,0,2,Orthodox,177.8,180.34,155,30,28,
Shauna Bannon,Bruna Brasil,2.25,1.6896551724137931,0.42888402625820565,0.5711159737417943,2023-07-22,"London, England, United Kingdom",United Kingdom,Blue,False,Women's Strawweight,FEMALE,3,1,0,0,2.94,0.61,0.0,1.93,0.72,1,1,4,0,1,Orthodox,167.64,165.1,115,0,0,0,4.37,0.41,0.0,0.0,0.0,0,0,0,0,0,Switch,165.1,165.1,115,29,29,
Jafel Filho,Daniel Barez,1.9090909090909092,1.9090909090909092,0.5,0.5,2023-07-22,"London, England, United Kingdom",United Kingdom,Red,False,Flyweight,MALE,3,1,0,0,3.8,0.53,1.6,4.07,0.31,0,1,3,0,0,Orthodox,167.64,167.64,125,1,0,0,2.36,0.41,2.6,1.77,0.33,1,1,6,0,1,Orthodox,170.18,172.72,125,30,34,
Jack Della Maddalena,Bassil Hafez,1.1694915254237288,5.3,0.819229761592874,0.18077023840712603,2023-07-15,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,0,0,0,4.23,0.39,0.0,3.0,0.24,0,0,0,0,0,Orthodox,180.34,182.88,170,0,5,0,6.74,0.53,0.2,0.21,0.16,5,0,7,0,5,Switch,180.34,185.42,170,26,31,
Ottman Azaitar,Francisco Prado,1.9615384615384617,1.8928571428571428,0.4910905203136137,0.5089094796863863,2023-07-15,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,1,0,0,4.58,0.41,0.4,0.0,0.0,0,1,3,0,0,Orthodox,177.8,175.26,155,1,0,0,5.73,0.51,0.0,0.0,0.0,2,1,3,0,2,Switch,172.72,180.34,155,33,21,
Albert Duraev,JunYong Park,2.3,1.6493506493506493,0.4176257809930944,0.5823742190069057,2023-07-15,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,0,3,0,4.53,0.5,1.1,1.83,0.5,3,2,19,0,6,Orthodox,177.8,185.42,185,0,1,0,2.99,0.4,0.6,1.97,0.29,2,1,9,0,3,Orthodox,180.34,190.5,185,34,32,
Norma Dumont,Chelsea Chandler,1.704225352112676,2.2,0.5634920634920635,0.43650793650793646,2023-07-15,"Las Vegas, Nevada, USA",USA,Red,False,Women's Featherweight,FEMALE,3,0,1,0,3.53,0.45,0.0,0.91,0.6,1,0,1,0,1,Southpaw,172.72,172.72,135,0,2,0,3.11,0.49,0.0,1.91,0.68,3,2,21,0,5,Orthodox,170.18,170.18,135,32,32,
Nazim Sadykhov,Terrance McKinney,1.617283950617284,2.3600000000000003,0.593369754159424,0.4066302458405761,2023-07-15,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,1,0,0,4.53,0.5,1.0,3.45,0.36,2,3,8,0,3,Switch,177.8,185.42,155,0,2,0,4.94,0.48,0.3,1.71,0.62,2,0,6,0,2,Southpaw,177.8,175.26,155,29,28,
Tucker Lutz,Melsik Baghdasaryan,2.26,1.6756756756756757,0.4257656915258893,0.5742343084741106,2023-07-15,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,1,0,0,5.28,0.61,0.0,0.0,0.0,3,1,10,0,3,Southpaw,175.26,177.8,145,2,0,0,3.74,0.46,0.2,1.99,0.44,3,2,14,0,3,Orthodox,172.72,182.88,145,29,31,
Viktoriia Dudakova,Istela Nunes,1.5,2.6799999999999997,0.6411483253588516,0.3588516746411483,2023-07-15,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,FEMALE,3,3,0,0,5.02,0.45,0.0,0.0,0.0,0,3,8,0,0,Orthodox,162.56,167.64,115,0,1,0,3.45,0.48,0.0,2.63,0.36,1,0,3,0,1,Orthodox,165.1,170.18,115,24,30,
Austin Lingo,Melquizael Costa,2.88,1.4444444444444444,0.33401849948612544,0.6659815005138747,2023-07-15,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,1,0,0,3.46,0.46,1.1,2.5,0.35,0,1,2,0,0,Southpaw,177.8,180.34,145,1,0,0,3.86,0.37,0.0,0.43,0.66,2,2,11,0,2,Orthodox,177.8,177.8,145,29,26,
Evan Elder,Genaro Valdez,1.3333333333333333,3.45,0.7212543554006969,0.2787456445993032,2023-07-15,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,2,0,0,4.08,0.3,0.4,1.54,0.44,1,2,6,0,1,Orthodox,175.26,182.88,155,2,0,0,5.02,0.49,0.6,0.63,0.2,0,2,6,0,0,Switch,177.8,182.88,155,26,31,
Tyson Nam,Azat Maksum,4.2,1.2469135802469136,0.22892112420670893,0.771078875793291,2023-07-15,"Las Vegas, Nevada, USA",USA,Blue,False,Flyweight,MALE,3,0,0,0,2.8,0.23,0.5,2.0,0.22,0,0,0,0,0,Southpaw,170.18,177.8,125,1,0,0,3.87,0.33,0.0,0.0,0.0,2,4,15,0,3,Orthodox,170.18,172.72,125,39,28,
Alexander Munoz,Carl Deaton,1.4761904761904763,2.76,0.6515287769784173,0.3484712230215828,2023-07-15,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,1,0,0,1.53,0.31,0.0,0.0,0.0,0,1,2,0,0,Orthodox,170.18,175.26,155,2,0,0,3.7,0.42,0.0,3.0,0.4,1,2,9,0,1,Switch,175.26,182.88,155,33,33,
Ashlee Evans-Smith,Ailin Perez,3.1,1.392156862745098,0.3099083369707551,0.6900916630292449,2023-07-15,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Bantamweight,FEMALE,3,1,0,0,2.91,0.58,0.0,5.19,0.51,0,1,2,0,0,Switch,165.1,167.64,135,2,0,0,4.03,0.34,0.0,0.95,0.22,2,5,20,0,3,Orthodox,172.72,170.18,135,36,28,
Vitor Petrino,Marcin Prachnio,1.3703703703703702,3.2,0.7001620745542949,0.299837925445705,2023-07-08,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,MALE,3,0,1,0,5.57,0.54,0.0,0.15,0.2,2,4,14,0,3,Orthodox,190.5,187.96,205,0,2,0,2.82,0.45,0.8,3.98,0.66,2,0,5,0,2,Orthodox,187.96,195.58,205,25,34,
Cameron Saaiman,Terrence Mitchell,1.1612903225806452,5.6,0.8282442748091603,0.17175572519083968,2023-07-08,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,0,0,0,2.21,0.34,0.0,3.69,0.5,0,0,0,0,0,Orthodox,177.8,187.96,135,0,3,0,5.32,0.46,0.7,0.91,0.28,3,0,9,0,3,Southpaw,172.72,170.18,135,22,33,
Shannon Ross,Jesus Aguilar,2.2800000000000002,1.6578947368421053,0.42101042502004815,0.578989574979952,2023-07-08,"Las Vegas, Nevada, USA",USA,Blue,False,Flyweight,MALE,3,1,0,0,1.46,0.51,1.8,1.75,0.33,1,1,4,0,1,Orthodox,162.56,157.48,125,2,0,0,5.96,0.39,0.0,0.0,0.0,0,2,3,0,0,Switch,167.64,167.64,125,34,27,
Kamuela Kirk,Esteban Ribovics,2.4,1.5555555555555556,0.39325842696629215,0.6067415730337079,2023-07-08,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,1,0,0,6.2,0.52,0.5,0.93,0.66,1,1,4,0,1,Orthodox,177.8,175.26,155,1,0,0,3.22,0.5,1.2,1.5,0.26,1,2,8,0,1,Switch,177.8,190.5,155,29,27,
Sean Strickland,Abus Magomedov,1.617283950617284,2.3600000000000003,0.593369754159424,0.4066302458405761,2023-07-01,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,5,0,1,0,2.88,0.44,0.0,2.65,0.77,1,0,1,0,1,Orthodox,187.96,198.12,185,0,1,0,6.01,0.42,0.2,0.78,0.64,6,5,54,2,13,Orthodox,185.42,193.04,185,32,32,
Damir Ismagulov,Grant Dawson,1.8620689655172413,1.9803921568627452,0.515396797466127,0.4846032025338729,2023-07-01,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,0,8,1,2.98,0.52,1.3,3.61,0.38,6,0,24,0,8,Switch,177.8,182.88,155,1,0,0,3.36,0.42,0.0,1.0,0.28,5,1,18,0,5,Orthodox,177.8,187.96,155,32,29,
Max Griffin,Michael Morales,3.05,1.4,0.31460674157303364,0.6853932584269663,2023-07-01,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,MALE,3,0,3,0,5.42,0.48,0.0,1.16,0.41,3,0,7,0,3,Orthodox,182.88,200.66,170,0,1,0,3.92,0.49,0.3,1.45,0.41,3,7,38,0,7,Orthodox,180.34,193.04,170,37,24,
Josh Emmett,Ilia Topuria,4.1,1.2564102564102564,0.23456199138343706,0.765438008616563,2023-06-24,"Jacksonville, Florida, USA",USA,Blue,False,Featherweight,MALE,5,0,5,0,4.4,0.46,1.3,1.92,0.56,5,0,9,1,5,Orthodox,170.18,175.26,145,1,0,0,4.04,0.36,0.1,0.91,0.37,5,3,32,1,9,Orthodox,167.64,177.8,145,38,26,
Amanda Ribas,Maycee Barber,1.5,2.6799999999999997,0.6411483253588516,0.3588516746411483,2023-06-24,"Jacksonville, Florida, USA",USA,Blue,False,Women's Flyweight,FEMALE,3,0,4,0,4.7,0.53,0.1,1.44,0.43,4,2,26,0,8,Switch,165.1,165.1,125,0,1,0,4.63,0.4,0.7,2.07,0.51,4,2,20,0,6,Orthodox,160.02,167.64,125,29,25,
David Onama,Gabriel Santos,2.88,1.4444444444444444,0.33401849948612544,0.6659815005138747,2023-06-24,"Jacksonville, Florida, USA",USA,Red,False,Featherweight,MALE,3,1,0,0,4.46,0.55,1.2,4.34,0.46,0,1,3,0,0,Orthodox,175.26,177.8,145,1,0,0,5.04,0.48,0.5,0.67,0.17,2,2,9,0,2,Orthodox,180.34,187.96,145,29,26,
Brendan Allen,Bruno Silva,1.4444444444444444,2.88,0.6659815005138747,0.33401849948612544,2023-06-24,"Jacksonville, Florida, USA",USA,Red,False,Middleweight,MALE,3,0,1,0,4.12,0.49,0.0,0.93,0.27,3,2,12,0,4,Orthodox,182.88,187.96,185,0,4,0,3.98,0.53,1.4,1.74,0.47,4,2,24,0,10,Orthodox,187.96,190.5,185,27,33,
Neil Magny,Phil Rowe,1.5813953488372094,2.44,0.6067545685866297,0.39324543141337037,2023-06-24,"Jacksonville, Florida, USA",USA,Red,False,Welterweight,MALE,3,0,3,0,3.65,0.49,0.3,0.7,0.36,3,1,13,0,4,Orthodox,190.5,203.2,170,1,0,0,3.44,0.46,0.2,2.15,0.4,7,9,78,0,20,Orthodox,190.5,203.2,170,35,32,
Randy Brown,Wellington Turman,1.3846153846153846,2.96,0.6813031161473088,0.31869688385269124,2023-06-24,"Jacksonville, Florida, USA",USA,Red,False,Welterweight,MALE,3,1,0,0,3.23,0.51,0.8,1.55,0.2,2,4,16,0,3,Orthodox,182.88,182.88,170,1,0,0,4.38,0.47,0.6,0.72,0.39,4,5,36,0,10,Orthodox,190.5,198.12,170,32,26,
Mateusz Rebecki,Loik Radzhabov,1.7692307692307692,2.08,0.5403677058353318,0.45963229416466833,2023-06-24,"Jacksonville, Florida, USA",USA,Red,False,Lightweight,MALE,3,0,1,0,2.89,0.44,0.0,4.65,0.57,1,0,3,0,1,Orthodox,180.34,175.26,155,0,2,0,4.69,0.48,1.0,4.12,0.75,2,0,4,0,2,Southpaw,170.18,167.64,155,30,32,
Tabatha Ricci,Gillian Robertson,1.7246376811594204,2.08,0.5467012037178121,0.45329879628218805,2023-06-24,"Jacksonville, Florida, USA",USA,Red,False,Women's Strawweight,FEMALE,3,0,2,0,2.83,0.48,1.1,2.48,0.42,2,5,29,0,9,Orthodox,165.1,160.02,115,0,3,0,4.63,0.38,0.1,2.99,0.38,3,1,10,0,3,Orthodox,154.94,154.94,115,28,28,
Zhalgas Zhumagulov,Joshua Van,1.5,2.6799999999999997,0.6411483253588516,0.3588516746411483,2023-06-24,"Jacksonville, Florida, USA",USA,Blue,False,Flyweight,MALE,3,0,0,0,8.55,0.52,0.0,1.2,0.5,0,0,0,0,0,Orthodox,165.1,165.1,125,3,0,0,5.24,0.43,0.2,1.3,0.19,1,5,14,0,1,Switch,162.56,167.64,125,34,21,
Jamall Emmers,Jack Jenkins,1.5,2.6799999999999997,0.6411483253588516,0.3588516746411483,2023-06-24,"Jacksonville, Florida, USA",USA,Blue,False,Featherweight,MALE,3,0,2,0,4.83,0.6,0.0,2.12,0.69,2,0,6,0,2,Switch,170.18,172.72,145,0,1,0,5.3,0.48,0.2,1.83,0.4,1,3,12,0,2,Orthodox,177.8,187.96,145,33,29,
Marvin Vettori,Jared Cannonier,1.8064516129032258,2.06,0.5327882529617888,0.4672117470382112,2023-06-17,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,5,0,1,0,4.49,0.5,0.0,0.42,0.46,3,6,40,1,9,Switch,180.34,195.58,185,0,1,1,4.56,0.45,0.5,1.66,0.45,5,4,46,1,9,Southpaw,182.88,187.96,185,29,39,
